"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT"
"TID_POPUP_RELOAD_ALL_XBOWS","Reload all X-Bows","Recharger tous les arcs-X","Alle X-Bögen nachladen","Recarga todas las ballestas","Ricarica tutti gli archi-X","Herlaad X-bogen","Lad alle X-buer","Recarregar todas as X-Bestas","Tüm X-Yaylarını doldur","全ての巨大クロスボウに装填","重新装载所有连弩","모든 대형 석궁 장전","Перезарядить арбалеты","إعادة تحميل كل الأقواس","重新裝填所有X-連弩"
"TID_POPUP_RELOAD_ALL_INFERNOS","Reload all Inferno Towers","Recharger toutes les tours de l'enfer","Alle Infernotürme nachladen","Recarga todas las torres infernales","Ricarica tutte le torri infernali","Herlaad infernotorens","Lad alle infernotårn","Recarregar todas as Torres Inferno","Tüm Cehennem Kulelerini doldur","全てのインフェルノタワーに充填","重新装载所有地狱之塔","모든 인페르노 타워 장전","Перезарядить Адские башни","إعادة تحميل كل أبراج النار","重新裝填所有地獄之塔"
"TID_POPUP_RELOAD_ALL","Reload all","Tout recharger","Alle nachladen","Recargar todo","Ricarica tutto","Alle herladen","Lad alle","Recarregar tudo","Hepsini doldur","すべてリロード","给所有武器重新装弹","모두 장전","Перезарядить все","إعادة تحميل الكل","全部裝填"
"TID_AMMO_FILL_CONFIRMATION_ALL","All X-Bows are now loaded!","Tous les arcs-X sont chargés !","Alle X-Bögen sind jetzt nachgeladen!","¡Todas las ballestas se han cargado!","Tutti gli archi-X sono carichi!","Alle X-bogen zijn nu geladen!","Alle X-buer er ladet!","Todas as X-Bestas estão carregadas!","Şimdi tüm X-Yayları dolduruldu!","全ての巨大クロスボウが装填されました！","所有X连弩已准备就绪！","모든 대형 석궁이 장전되었습니다!","Все арбалеты заряжены!","كل الأقواس محملة الآن!","所有X連弩已準備就緒！"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION_ALL","All Inferno Towers are now loaded!","Toutes les tours de l'enfer sont chargées !","Alle Infernotürme sind jetzt geladen!","¡Todas las torres infernales se han cargado!","Tutte le torri infernali sono cariche!","Alle infernotorens zijn nu geladen!","Alle infernotårn er ladet!","Todas as Torres Inferno estão carregadas!","Şimdi tüm Cehennem Kuleleri dolduruldu!","全てのインフェルノタワーが満タンになりました！","所有地狱之塔装填暗黑重油完毕！","모든 인페르노 타워가 장전되었습니다!","Все Адские башни заряжены!","كل أبراج النار محملة الاَن!","所有地獄之塔都已完成裝填！"
"TID_ELIXIR_AMMO_FILL_CONFIRMATION_ALL","All X-Bows and the Eagle Artillery are now loaded!","Tous les arcs-X et l'aigle artilleur sont chargés !","Alle X-Bögen und Adlerartillerien sind jetzt geladen!","¡Todas las ballestas y el águila de artillería se han cargado!","Tutti i tuoi archi-X e l'artiglieria Aquila sono carichi!","Alle X-bogen en de adelaarsartillerie zijn nu geladen!","Alle X-buene og ørneartilleriet er ladet!","Todas as X-Bestas e a Artilharia Águia estão carregadas!","Tüm X-Yayları ve Taktik Avcı Uçağı Ağır Silahı artık yüklü!","全ての巨大クロスボウとイーグル砲が装填されました！","所有的x连弩和天鹰火炮已准备就绪！","모든 대형 석궁과 독수리 포탑이 장전되었습니다!","Все арбалеты и Орлиная артиллерия теперь заряжены!","كل الأقواس ومدفعية النسر محملة الآن!","所有弩砲和天鷹火炮皆已裝入彈藥！"
"TID_AMMO_ALREADY_FULL_ALL","All X-Bows are fully loaded!","Tous les arcs-X sont pleins !","Alle X-Bögen sind vollständig geladen!","¡Todas las ballestas se han cargado completamente!","Tutti gli archi-X sono completamente carichi!","Alle X-bogen zijn volledig geladen!","Alle X-buer er fulladet!","Todas as X-Bestas estão totalmente carregadas!","X-Yayı ağzına kadar dolu!","全ての巨大クロスボウが既に装填されています！","所有X连弩装弹完毕！","모든 대형 석궁이 완전히 장전되었습니다!","Все арбалеты заряжены!","كل الأقواس محملة بالكامل!","所有X連弩裝彈完畢！"
"TID_DARKTOWER_AMMO_ALREADY_FULL_ALL","All Inferno Towers are fully loaded!","Toutes les tours de l'enfer sont pleines !","Alle Infernotürme sind vollständig geladen!","¡Todas las torres infernales se han cargado completamente!","Tutte le torri infernali sono completamente cariche!","Alle infernotorens zijn volledig geladen!","Alle infernotårn er fulladet!","Todas as Torres Inferno estão totalmente carregadas!","Tüm Cehennem Kuleleri tamamen dolu!","全てのインフェルノタワーが既に満タンです！","所有地狱之塔均已完全装载完毕！","모든 인페르노 타워가 완전히 장전되었습니다!","Все Адские башни заряжены!","كل أبراج النار محملة بالكامل!","所有地獄之塔都已完全裝填！"
"TID_ELIXIR_AMMO_ALREADY_FULL_ALL","All X-Bows and the Eagle Artillery are fully loaded!","Tous les arcs-X et l'aigle artilleur sont complètement chargés !","Alle X-Bögen und Adlerartillerien sind jetzt vollständig geladen!","¡Todas las ballestas y el águila de artillería se han cargado completamente!","Archi-X e artiglieria Aquila completamente carichi!","Alle X-bogen en de adelaarsartillerie zijn volledig geladen!","Alle X-buene og ørneartilleriet er fulladet!","Todas as X-Bestas e a Artilharia Águia estão totalmente carregadas!","Tüm X-Yayları ve Taktik Avcı Uçağı Ağır Silahı ağzına kadar doldu!","全ての巨大クロスボウとイーグル砲が完全に装填されました！","所有的x连弩和天鹰火炮已装弹完毕！","모든 대형 석궁과 독수리 포탑이 완전히 장전되었습니다!","Все арбалеты и Орлиная артиллерия полностью заряжены!","كل الأقواس ومدفعية النسر محملة بالكامل!","所有弩砲和天鷹火炮皆已填滿彈藥！"
"TID_TRAPS_ALREADY_ARMED","All traps are re-armed!","Tous les pièges sont armés !","Alle Fallen reaktiviert!","¡Todas las trampas se han rearmado!","Tutte le trappole sono riattivate!","Alle vallen zijn herladen!","Alle feller er armerte!","Todas as armadilhas estão rearmadas!","Tüm tuzaklar yeniden silahlandırıldı!","全ての罠の再配置完了！","所有陷阱重新布置完毕！","모든 함정이 재설치되었습니다!","Все ловушки заряжены!","تم إعادة تسليح كل الفخاخ!","已重新設置所有陷阱！"
"TID_TOTEM","Totem","Totem","Totem","Tótem","Totem","Totem","Totem","Totem","Totem","トーテム","图腾","토템","Тотем","وثن","圖騰"
"TID_SLOW_SPELL","Slow","Ralentissement","Langsam","Lenta","Lento","Vertraging","Sakte","Reduzir velocidade","Yavaş","スロウの呪文","慢","느림","Медленно","بطيء","慢速"
"TID_BOOSTDEFENCES_SPELL","Boost Defenses","Amélioration des défenses","Schübe für Verteidigungsbauten","Aceleradora de defensas","Potenzia le difese","Verdediging boost geven","Styrk forsvarsenheter","Impulsionar defesas","Savunmaları takviye et","ブーストディフェンスの呪文","提升防御","방어 강화","Улучшить защиту","تسريع الدفاعات","強化防禦設施"
"TID_BUTTON_LOAD_ALL","Load all","Charger tout","Alle nachladen","Cargar todo","Carica tutto","Alles laden","Lad alle","Carregar todas","Tümünü yükle","全て装填","装填全部","모두 장전","Загрузить все","تحميل الكل","填裝全部彈藥"
"TID_BUTTON_TRAPS_ARMED","All traps armed","Tous les pièges sont armés.","Alle Fallen aktiviert","Trampas armadas","Tutte le trappole sono attive!","Alle vallen zijn herladen","Alle feller armert","Todas as armadilhas estão armadas","Tüm tuzaklar silahlandırıldı","全てのトラップを再利用","所有陷阱均已重新布置","모든 함정 설치 완료","Все ловушки заряжены","كل الفخاخ مجهّزة","已設置所有陷阱"
"TID_TAB_NEWS","News","Nouveautés","Neues","Novedades","Notizie","Nieuws","Nyheter","Novidades","Haberler","新着","新闻","뉴스","Новости","الأخبار","新聞"
"TID_TAB_SETTINGS","Settings","Paramètres","Einstellungen","Ajustes","Impostazioni","Instellingen","Innstillinger","Configurações","Ayarlar","設定","设置","설정","Настройки","الإعدادات","設定"
"TID_TAB_MORE","More","Autres","Mehr","Más","Altro","Meer","Mer","Mais","Daha Fazla","その他","更多","더 보기","Еще","المزيد","更多"
"TID_HINT_NAMECHANGE","You can't change the name of your village. Your villagers wouldn't know where they live!","Vous ne pouvez pas changer le nom de votre village. Les villageois ne sauraient plus où ils habitent !","Du kannst den Namen deines Dorfs nicht ändern. Deine Dorfbewohner wüssten sonst nicht mehr, wo sie wohnen!","No puedes cambiarle el nombre a tu aldea; si no, tus aldeanos no sabrían dónde viven.","Non puoi cambiare il nome del tuo villaggio. I suoi abitanti non saprebbero più dove vivono!","Je kunt de naam van je dorp niet wijzigen. Je dorpelingen zouden niet meer weten waar ze wonen!","Du kan ikke bytte navn på landsbyen. Innbyggerne må jo vite hvor de bor!","Você não pode alterar o nome da vila. Os moradores não saberiam onde vivem!","Köylülerin nerede yaşadıklarını şaşırmamaları için köyünün adını değiştiremezsin!","村の名前は変えられません。村人たちが道に迷ってしまいます！","您不能更改村庄名称，否则您的村民会找不到回家的路！","마을 이름은 변경할 수 없습니다. 병사들이 마을을 못 찾을 수도 있거든요!","Вы не можете изменить название деревни. Иначе ее жители просто не будут знать, где живут!","لا يمكنك تغيير اسم قريتك. لن يعرف أهل قريتك أين يعيشون!","您不能變更村莊的名稱。否則您的村民將找不到回家的路！"
"TID_LIVE_REPLAY_FAIL_GENERIC","Unable to watch live. Please try again later.","Impossible de regarder en live. Veuillez réessayer plus tard.","Liveübertragung nicht möglich. Bitte versuche es später erneut.","No puedes ver la repetición en directo, inténtalo de nuevo más tarde.","Impossibile guardare live. Riprova più tardi.","Je kunt niet live kijken. Probeer het later opnieuw.","Kan ikke se live. Prøv igjen senere.","Não é possível assistir ao vivo. Tente novamente mais tarde.","Canlı izlenemiyor. Lütfen daha sonra tekrar dene.","ライブリプレイを利用できません。後ほどお試しください。","无法观看实时回放，请稍后重试。","실시간 감상이 불가능합니다. 나중에 다시 시도해 주세요.","Просмотр в реальном времени невозможен. Попробуйте позднее.","لا يمكن المشاهدة الحية. يُرجى المحاولة ثانيةً لاحقًا.","無法即時觀看。請稍後重試。"
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Unable to watch live. This battle has already ended.","Impossible de regarder en live. Cette bataille est déjà terminée.","Liveübertragung nicht möglich. Dieser Kampf ist bereits zu Ende.","No puedes ver la repetición en directo, esta batalla ya ha terminado.","Impossibile guardare live. La battaglia è già terminata.","Je kunt niet live kijken. Dit gevecht is al afgelopen.","Kan ikke se live. Kampen er allerede over.","Não é possível assistir ao vivo. Esta batalha já acabou.","Canlı izlenemiyor. Bu savaş zaten sona ermiş.","ライブリプレイを利用できません。このバトルは既に終わっています。","无法观看实时回放，这场战斗已经结束。","실시간 감상이 불가능합니다. 전투가 이미 끝났습니다.","Просмотр в реальном времени невозможен. Бой закончился.","لا يمكن المشاهدة الحية. لقد انتهت هذه المعركة .","無法即時觀看。這場戰鬥已經結束。"
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Unable to watch live. All spectator slots are full.","Impossible de regarder en live. Tous les emplacements spectateurs sont occupés.","Liveübertragung nicht möglich. Alle Zuschauerplätze sind besetzt.","No puedes ver la repetición en directo, no hay capacidad para más espectadores.","Impossibile guardare live. Tutti gli slot spettatori sono occupati.","Je kunt niet live kijken. Alle toeschouwersplaatsen zijn bezet.","Kan ikke se live. Alle tilskuerplassene er opptatte.","Não é possível assistir ao vivo. Todos os lugares de espectador estão ocupados.","Canlı izlenemiyor. Tüm izleyici yerleri dolu.","ライブリプレイを利用できません。実況中継観戦の定員がオーバーしています。","无法观看实时回放，观看席已满。","실시간 감상이 불가능합니다. 관전 슬롯이 가득 찼습니다.","Просмотр в реальном времени невозможен. Все места уже заняты.","لا يمكن المشاهدة الحية. كل مواضع المشاهد ممتلئة.","無法即時觀看。所有的觀戰座位已滿。"
"TID_HASTE_DAMAGE_OFFSET","Damage increase: <number>","Augmentation des dégâts : <number>","Schadensanstieg: <number>","Aumento de daño: <number>","Incremento danno: <number>","Extra schade: <number>","Skadeøkning: <number>","Aumento de dano: <number>","Hasar artışı: <number>","攻撃力上昇：<number>","伤害提高：<number>","공격력 증가: <number>","Увеличение урона: <number>","زيادة الضرر: <number>","提高傷害：<number>"
"TID_HERO_ABILITY_HEALTH","Health recovery: <number>","Récupération de santé : <number>","Trefferpunkte auffüllen: <number>","Recuperación de salud: <number>","Recupero salute: <number>","Herstel gezondheid: <number>","Helsegjenvinning: <number>","Recuperação de energia: <number>","Sağlık yenileme: <number>","体力回復：<number>","生命恢复：<number>","체력 재생: <number>","Восстановление здоровья: <number>","استعادة الصحة: <number>","生命復原：<number>"
"TID_MORE_FACEBOOK","Get the latest news! Join us on Facebook!","Pour toutes les nouveautés, rejoignez-nous sur Facebook !","Bleib auf dem Laufenden! Folge uns auf Facebook!","¡Únete a nosotros en Facebook para estar al tanto de las novedades del juego!","Scopri le ultime notizie! Seguici su Facebook!","Lees het laatste nieuws! Kijk op Facebook!","Få vite siste nytt! Lik oss på Facebook!","Receba as últimas novidades! Junte-se a nós no Facebook!","En son haberleri al! Facebook'ta bize katıl!","公式ページをいいね！","获取最新消息！在Facebook上关注我们！","최신 뉴스를 제공합니다! Facebook에서 함께해 주세요!","Будьте в курсе последних новостей! Следите за нами на Facebook!","تعرف على آخر الأخبار! انضم إلينا على Facebook!","快來Facebook加入我們，獲得最新消息！"
"TID_MORE_YOUTUBE","Check out the Clash of Clans YouTube channel!","La chaîne YouTube de Clash of Clans vous attend !","Versuch's mal mit dem \qClash of Clans\q-YouTube-Kanal!","¡Echa un vistazo al canal de Clash of Clans en YouTube!","Scopri il canale di YouTube di Clash of Clans!","Bekijk het YouTube-kanaal van Clash of Clans!","Ta en titt på YouTube-kanalen til Clash of Clans!","Veja o canal do Clash of Clans no YouTube!","Clash of Clans YouTube kanalına göz at!","公式チャンネルをチェック！","来看看《部落冲突》的YouTube频道吧！","클래시 오브 클랜 YouTube 채널을 확인하세요!","Подпишитесь на канал Clash of Clans на YouTube!","تابع قناة Clash of Clans على YouTube!","快來YouTube觀看《部落衝突》頻道！"
"TID_MORE_TWITTER","Follow us on Twitter! Tweet @clashofclans","Suivez-nous sur Twitter @clashofclans !","Folge uns auf Twitter! Twittere an @clashofclans!","¡Síguenos en Twitter en @clashofclans!","Seguici su Twitter! Tweet @clashofclans","Volg ons op Twitter! Tweet @clashofclans","Følg oss på Twitter! Tweet @clashofclans","Siga-nos no Twitter! @clashofclans","Bizi Twitter'da takip et! Twitter hesabımız: @clashofclans","公式アカウントをフォローしよう！","在Twitter上关注我们！发推@clashofclans","Twitter에서 팔로우하세요! T@clashofclans로 트윗을 남겨 주세요.","Следи за нами на Twitter! Читайте @clashofclans","تابعنا على Twitter! أرسل تغريدة بها @clashofclans","在Twitter上透過@clashofclans追蹤我們的消息"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Join the Clash of Clans community!","Rejoignez la communauté de Clash of Clans !","Schließ dich der \qClash of Clans\q-Community an!","¡Únete a la comunidad de Clash of Clans!","Entra a far parte della community di Clash of Clans!","Sluit je aan bij de Clash of Clans-community!","Bli en del av Clash of Clans-nettsamfunnet!","Junte-se à comunidade do Clash of Clans!","Clash of Clans topluluğuna katıl!","クラッシュ・オブ・クランのコミュニティにぜひご参加ください！","加入《部落冲突》社区！","클래시 오브 클랜 커뮤니티에 가입하세요!","Вступите в сообщество Clash of Clans!","انضم إلى مجتمع Clash of Clans!","快來加入《部落衝突》社群！"
"TID_NEWS_BUTTON_GO","Go!","C'est parti !","Los!","Adelante","Vai!","Kom op!","Start!","Ir","Hadi!","GO！","去看看！","시작!","Вперед!","ابدأ!","去看看吧！"
"TID_POPUP_COPY_BASE_LAYOUT","Copy layout?","Copier le plan ?","Layout kopieren?","¿Copiar distribución?","Copiare la disposizione?","Indeling kopiëren?","Kopiere layout?","Copiar layout?","Tasarım kopyalansın mı?","レイアウトをコピーしますか？","要复制阵型吗？","복사할까요?","Скопировать планировку?","نسخ المخطط؟","要複製陣型嗎？"
"TID_POPUP_TEXT_COPY_BASE_LAYOUT","Copy your current village layout to your war base?","Appliquer le plan actuel de votre village à votre base de guerre ?","Möchtest du dein aktuelles Dorflayout auf deine Kriegsbasis übertragen?","¿Quieres copiar la distribución actual de tu aldea en tu base de guerra?","Copiare la disposizione attuale del tuo villaggio nella base di guerra?","Wil je de indeling van je huidige dorp kopiëren naar je oorlogsbasis?","Kopiere den gjeldende landsbyens layout til krigsbasen?","Copiar o layout da sua vila atual à sua base de guerra?","Şimdiki köy tasarımın savaş üssüne kopyalansın mı?","現在の村のレイアウトをクラン対戦の拠点にコピーしますか？","要将当前的村庄布局复制到您的战争基地吗？","현재 마을 배치 상태를 전쟁 기지에 복사할까요?","Скопировать планировку деревни в военную базу?","نسخ مخطط قريتك الحالية إلى قاعدتك الحربية؟","是否將目前的村莊陣型複製到戰場基地？"
"TID_LAYOUT_COPIED","Layout copied","Plan copié","Layout kopiert","Distribución copiada","Disposizione copiata","Indeling gekopieerd","Layout kopiert","Layout copiado","Tasarım kopyalandı","レイアウトをコピーしました","阵型已复制","배치 상태 복사 완료","Планировка скопирована","تم نسخ المخطط","已複製配置"
"TID_HERO_INSTRUCTIONS_BARBARIAN","This colossal menace soaks up huge amounts of damage and bashes anything in his path. He guards his territory fiercely when defending, and can launch into a devastating rage when attacking once his Iron Fist ability is unlocked!","Ce guerrier colossal absorbe une quantité énorme de dégâts et fracasse tout sur son passage. En défense, il garde férocement son territoire. En attaque, il peut entrer dans une rage dévastatrice lorsque sa capacité Poigne de fer est déverrouillée !","Dieser bedrohliche Koloss kann gewaltigen Schaden aushalten und zermalmt alles, was sich ihm in den Weg stellt. Er verteidigt sein Territorium mit all seiner Macht und entfesselt seinen geballten Zorn mit seiner Eisenfaust!","Este colosal enemigo absorbe daño en cantidades ingentes y aniquila todo a su paso. Defiende su territorio con uñas y dientes y, con su habilidad Puño de hierro desbloqueada, se deja invadir por una rabia que lo ayuda a lanzar furiosos ataques.","Questa colossale minaccia infligge danni gravissimi e distrugge ogni cosa sul suo cammino. Difende strenuamente il proprio territorio e scatena una furia devastante nella fase di attacco, una volta sbloccata la sua abilità Pugno di ferro.","Dit kolossale gevaar kan enorme hoeveelheden schade verwerken en vermorzelt alles wat op zijn pad komt. Hij verdedigt zijn territorium fel en kan in een verwoestende woede ontsteken, zodra zijn talent \qIJzeren vuist\q is ontgrendeld!","Denne digre svøpen tar imot mye skade og knuser alt i sin vei. Han vokter brutalt sitt eget territorium når han er i forsvar, og blir oppslukt av et knusende raseri i angrep når jernneven er låst opp.","Esta ameaça colossal absorve enormes quantidades de dano e acaba com tudo em seu caminho. Guarda o seu território ferozmente ao defendê-lo e pode lançar-se um fúria devastadora ao atacar, depois que a habilidade de Punho de Ferro é desbloqueada!","Bu devasa tehlike, yüksek miktarda hasarı emer ve yoluna çıkan her şeyi ezer. Savunma yaparken bölgesini şiddetli bir şekilde savunur ve Demir Yumruk yeteneğinin kilidi açıldıktan sonra yıkıcı bir öfkeyle saldırır!","その脅威の巨体は膨大なダメージを耐え抜き、進路上にある全てのものを叩き潰します。防御時には自分のなわばりを徹底的に守り抜こうとし、ひとたび「アイアンフィスト」の能力に目覚めれば攻撃時に激しい怒りをぶちまけるでしょう！","这个大块头能吸收大量伤害，也会摧毁所有拦路之物。他在防御时非常强力；一旦解锁铁拳出击技能，他就能在进攻时释放出恐怖的力量！","이 거대한 존재는 막대한 양의 피해를 흡수하고 앞을 막는 것들을 쳐부숩니다. 방어 시에는 맡은 구역을 철통 같이 지키며, 공격 시에는 무쇠 주먹 능력을 사용해 파괴적인 분노를 발산할 수 있습니다!","Ужасную угрозу таит в себе это великан: он способен принять на себя огромный удар и уничтожить все на своем пути. Он свирепо защищает свои земли, а когда откроется способность Железный кулак, его ярость и зона поражения будут удивительны!","هذا الخطر الهائل يمكنه تلقي كميات هائلة من الأضرار وسحق أي شيء في طريقه. يحمي منطقته بقوة أثناء الدفاع، ويمكنه إطلاق غضب مدمر عند الهجوم بمجرد فتح قدرة القبضة الحديدية!","這個大塊頭可吸收大量傷害，並且摧毀擋住他去路的一切。他在防禦時展現強大的防守能力，一旦鐵拳技能獲得解鎖，就能在進攻時釋放毀滅性的爆發力。"
"TID_HERO_INSTRUCTIONS_QUEEN","This graceful huntress is a master of destructive force, though modest in health. She snipes targets in her territory when defending, and can summon stealth and terrifying damage when attacking once her Royal Cloak ability is unlocked!","La grâce de cette chasseresse cache une force destructrice, malgré sa santé quelque peu fragile. En défense, elle vise ses cibles avec autant de précision que de discrétion. En attaque, elle allie furtivité et dégâts terrifiants lorsque sa capacité Voile royal est déverrouillée !","Diese elegante Jägerin ist eine Meisterin der Zerstörung, hält jedoch nur wenig aus. Sie trifft Ziele in ihrem Gebiet aus dem Hinterhalt. Sobald ihre königliche Tarnung aktiviert ist, kann sie sich heimlich nähern und entsetzlichen Schaden verursachen!","Aunque no goza de mucha salud, esta hábil cazadora domina una fuerza destructiva sin parangón. Cuando defiende su territorio, dispara a escondidas contra sus enemigos y, con su habilidad Manto real desbloqueada, es capaz de infligir terribles daños con sus sigilosos ataques.","Questa aggraziata cacciatrice è una maestra dalla forza distruttiva, sebbene la sua salute sia scarsa. Prende di mira furtivamente i suoi obiettivi nella fase di difesa, ma è in grado di infliggere danni terrificanti in attacco, una volta sbloccata la sua abilità Mimetismo.","De gezondheid van deze sierlijke jageres is matig, maar ze bezit een vernietigende kracht. Ze gebruikt sluipschutterstactieken om haar territorium te verdedigen. Zodra haar talent \qKoninklijke mantel\q is ontgrendeld, kan ze onopgemerkt te werk gaan en enorm veel schade toebrengen.","Denne elegante jegerkvinnen kan ødelegge alt i nærheten, men hun har bare moderat med helse. Hun angriper mål fra avstand og i skjul når hun er i forsvar, og kan snike seg frem og påføre grufulle skader i angrep når den kongelige kappen er låst opp!","Esta caçadora graciosa é uma mestre em força destrutiva, embora modesta na energia. Atira de um lugar oculto no próprio território ao defender e pode evocar furtividade e causar danos horripilantes ao atacar, depois que a habilidade do Manto Real é desbloqueada!","Bu zarif avcı, yıkıcı bir güce sahiptir ancak mütevazı bir sağlığı vardır. Savunma yaparken bölgesindeki hedefleri uzaktan vurur ve Kraliyet Pelerini yeteneğinin kilidi açıldıktan sonra saldırırken gizli ve korkutucu bir hasar verebilir!","体力は少なめですが、この優雅なハンターは凄まじい破壊力を身に付けています。防御時には自分の攻撃範囲に入った敵をことごとく射抜きます。そして「ロイヤルクローク」の能力に目覚めれば、攻撃時に透明化と恐るべきダメージの射撃を使いこなすでしょう！","虽然生命值不高，但这位优雅的女猎手掌握着毁灭性的力量。在防御时她可以精确打击范围内的目标，而当她的皇家披风能力解锁后，她可以在攻击时隐身并造成恐怖的伤害！","이 여사냥꾼은 파괴적이지만 체력이 약합니다. 방어 시에는 사정거리 내의 적들을 저격하며, 공격 시에는 여왕의 망토를 사용해 모습을 감추고 막대한 피해를 줄 수 있습니다!","Эта грациозная охотница в совершенстве владеет искусством разрушения, но не может похвастаться выносливостью. Защищаясь, она отстреливает врагов на своей территории. Атакуя же может спрятаться и нанести огромный урон, когда откроется способность Королевская мантия!","هذه الصيادة الرشيقة بارعة في استخدام القوة المدمرة، رغم تواضع صحتها. تقتنص الأهداف في منطقتها عند الدفاع، ويمكنها التسبب بدمار مخيف وتحرك سري عند الهجوم بمجرد فتح قدرة العباءة الملكية!","這位優雅的女獵手雖然生命值不高，卻掌握著具有毀滅性的力量。她能夠在防禦的同時準確地攻擊範圍內的目標，一旦皇家披風技能獲得解鎖，她就能夠在隱形狀態下進攻並造成可怕的傷害。"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Do you really want to upgrade the selected walls for <number> <resource>?","Voulez-vous vraiment améliorer les remparts sélectionnés pour <number> <resource> ?","Möchtest du die gewählten Mauern wirklich für <number> <resource> verbessern?","¿Seguro que quieres mejorar los muros seleccionados por <number> <resource>?","Vuoi davvero migliorare le mura selezionate per <number> <resource>?","Weet je zeker dat je de geselecteerde muren wilt upgraden voor <number> <resource>?","Er du sikker på at du vil oppgradere de valgte murene for <number> <resource>?","Você quer mesmo melhorar os muros selecionados por <number> <resource>?","<number> <resource> için seçilen tüm duvarları yükseltmek istiyor musun?","<number> <resource>で本当に選択した壁をアップグレードしますか？","您真的要花费<number>个<resource>升级选中的城墙吗？","선택한 장벽을 <resource> <number>개로 업그레이드하시겠습니까?","Вы точно хотите улучшить выбранные стены за ресурс <resource> (<number> шт.)?","هل تريد حقًا ترقية الجدران المختارة مقابل <number> <resource>؟","是否確定要花費<number>個<resource>升級選中的城牆？"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Upgrade walls","Améliorer les remparts","Mauern verbessern","Mejorar muros","Migliora le mura","Muren upgraden","Oppgrader murer","Melhorar muros","Duvarları yükselt","壁をアップグレード","升级城墙","장벽 업그레이드","Улучшить стены","ترقية الجدران","升級城牆"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Remove reinforcements?","Supprimer les renforts ?","Verstärkung entfernen?","Eliminar refuerzos","Rimuovere rinforzi?","Verwijder versterkingen?","Fjerne forsterkninger?","Retirar reforços?","Takviyeler kaldırılsın mı?","破棄しますか？","要移除增援吗？","지원군 제거 확인","Удалить подкрепление?","إزالة التعزيزات؟","移除增援嗎？"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Do you really want to remove the reinforcements? You will not be refunded.","Voulez-vous vraiment supprimer les renforts ? Leur coût ne vous sera pas remboursé.","Möchtest du die Verstärkung wirklich entfernen? Du erhältst keine Erstattung.","¿Seguro que quieres eliminar los refuerzos? No recuperarás su coste.","Vuoi davvero rimuovere i rinforzi? Non avrai diritto ad alcun rimborso.","Weet je zeker dat je de versterkingen wilt verwijderen? De kosten worden niet vergoed.","Vil du virkelig fjerne forsterkningene? Utleggene dine vil ikke bli refundert.","Quer mesmo retirar os reforços? Você não será reembolsado.","Takviyeleri gerçekten kaldırmak istiyor musun? Maliyet iade edilmeyecek.","本当に破棄しますか？コストは戻ってきません。","您真的要移除这些增援吗？您不会得到任何补偿。","정말로 지원군을 제거할까요? 비용은 돌려받을 수 없습니다.","Вы точно хотите удалить подкрепление? Стоимость не вернется.","هل ترغب حقًا في إزالة التعزيزات؟ لن تتم إعادة التكاليف إليك.","你真的想是否確定要移除這些增援？將不會退還任何花費給你。"
